grouping	software_era	task	session	metric	n	median	q25	q75	p90	p95	p99
software_era_task_session	XA60	socialdoors	02	tedana_incremental_rank	22	28.0	20.0	47.5	66.4	77.44999999999999	79.58
software_era_task_session	XA60	socialdoors	02	tedana_incremental_rank_fraction	22	0.12844036697247707	0.09174311926605505	0.21788990825688076	0.3045871559633028	0.35527522935779815	0.36504587155963303
software_era_task_session	XA60	socialdoors	02	combined_nuisance_rank_fraction	22	0.21330275229357798	0.1743119266055046	0.30045871559633025	0.38211009174311933	0.4332568807339449	0.4430275229357798
software_era_task_session	XA60	socialdoors	02	residual_df_before_task	22	170.5	151.5	179.0	181.8	185.8	189.16
software_era_task_session	XA60	trust	01	base_confound_columns	236	20.0	20.0	20.0	21.0	21.0	21.0
software_era_task_session	XA60	trust	01	base_confound_rank	236	20.0	20.0	20.0	21.0	21.0	21.0
software_era_task_session	XA60	trust	01	rejected_ica_columns	236	25.0	18.0	42.0	66.5	78.75	99.30000000000001
software_era_task_session	XA60	trust	01	rejected_ica_rank	236	25.0	18.0	42.0	66.5	78.75	99.30000000000001
software_era_task_session	XA60	trust	01	combined_confound_columns	236	45.0	38.0	62.25	85.5	97.75	118.95000000000002
software_era_task_session	XA60	trust	01	combined_confound_rank	236	45.0	38.0	62.25	85.5	97.75	118.95000000000002
software_era_task_session	XA60	trust	01	tedana_incremental_rank	236	25.0	18.0	42.0	66.5	78.75	99.30000000000001
software_era_task_session	XA60	trust	01	tedana_incremental_rank_fraction	236	0.08928571428571429	0.06428571428571428	0.15	0.2375	0.28125	0.3546428571428572
software_era_task_session	XA60	trust	01	combined_nuisance_rank_fraction	236	0.16071428571428573	0.1357142857142857	0.22232142857142856	0.3053571428571429	0.34910714285714284	0.4248214285714286
software_era_task_session	XA60	trust	01	residual_df_before_task	236	234.0	216.75	241.0	247.0	249.0	251.65
software_era_task_session	XA60	ugr	01	base_confound_columns	236	19.0	19.0	19.0	20.0	20.0	20.0
software_era_task_session	XA60	ugr	01	base_confound_rank	236	19.0	19.0	19.0	20.0	20.0	20.0
software_era_task_session	XA60	ugr	01	rejected_ica_columns	236	23.0	16.0	37.0	57.5	64.5	88.25000000000003
software_era_task_session	XA60	ugr	01	rejected_ica_rank	236	23.0	16.0	37.0	57.5	64.5	88.25000000000003
software_era_task_session	XA60	ugr	01	combined_confound_columns	236	42.0	36.0	56.0	76.0	82.5	106.60000000000002
software_era_task_session	XA60	ugr	01	combined_confound_rank	236	42.0	36.0	56.0	76.0	82.5	106.60000000000002
software_era_task_session	XA60	ugr	01	tedana_incremental_rank	236	23.0	16.0	37.0	57.5	64.5	88.25000000000003
software_era_task_session	XA60	ugr	01	tedana_incremental_rank_fraction	236	0.09583333333333334	0.06666666666666667	0.15416666666666667	0.23958333333333331	0.26875	0.36770833333333347
software_era_task_session	XA60	ugr	01	combined_nuisance_rank_fraction	236	0.175	0.15	0.23333333333333334	0.31666666666666665	0.34375	0.44416666666666677
software_era_task_session	XA60	ugr	01	residual_df_before_task	236	197.0	183.0	203.0	207.0	209.0	213.65
software_era_task_session	XA60	ugr	02	base_confound_columns	43	19.0	18.5	19.0	20.0	20.0	21.159999999999997
software_era_task_session	XA60	ugr	02	base_confound_rank	43	19.0	18.5	19.0	20.0	20.0	21.159999999999997
software_era_task_session	XA60	ugr	02	rejected_ica_columns	43	30.0	18.5	39.0	56.20000000000002	75.19999999999999	97.74
software_era_task_session	XA60	ugr	02	rejected_ica_rank	43	30.0	18.5	39.0	56.20000000000002	75.19999999999999	97.74
software_era_task_session	XA60	ugr	02	combined_confound_columns	43	49.0	37.0	58.0	74.4	93.19999999999999	116.74
software_era_task_session	XA60	ugr	02	combined_confound_rank	43	49.0	37.0	58.0	74.4	93.19999999999999	116.74
software_era_task_session	XA60	ugr	02	tedana_incremental_rank	43	30.0	18.5	39.0	56.20000000000002	75.19999999999999	97.74
software_era_task_session	XA60	ugr	02	tedana_incremental_rank_fraction	43	0.125	0.07708333333333334	0.1625	0.23416666666666672	0.3133333333333333	0.40725
software_era_task_session	XA60	ugr	02	combined_nuisance_rank_fraction	43	0.20416666666666666	0.15416666666666667	0.24166666666666667	0.31000000000000005	0.3883333333333333	0.48641666666666666
software_era_task_session	XA60	ugr	02	residual_df_before_task	43	190.0	181.0	202.0	206.0	206.0	209.57999999999998
task	all	doors	all	base_confound_columns	359	18.0	18.0	19.0	20.0	20.0	22.0
task	all	doors	all	base_confound_rank	359	18.0	18.0	19.0	20.0	20.0	22.0
task	all	doors	all	rejected_ica_columns	359	13.0	9.0	20.0	33.19999999999999	43.099999999999966	66.42000000000002
task	all	doors	all	rejected_ica_rank	359	13.0	9.0	20.0	33.19999999999999	43.099999999999966	66.42000000000002
task	all	doors	all	combined_confound_columns	359	32.0	28.0	38.0	51.19999999999999	61.099999999999966	84.42000000000002
task	all	doors	all	combined_confound_rank	359	32.0	28.0	38.0	51.19999999999999	61.099999999999966	84.42000000000002
task	all	doors	all	tedana_incremental_rank	359	13.0	9.0	20.0	33.19999999999999	43.099999999999966	66.42000000000002
task	all	doors	all	tedana_incremental_rank_fraction	359	0.05963302752293578	0.04128440366972477	0.09174311926605505	0.15229357798165133	0.19770642201834848	0.3046788990825689
task	all	doors	all	combined_nuisance_rank_fraction	359	0.14678899082568808	0.12844036697247707	0.1743119266055046	0.23486238532110087	0.280275229357798	0.38724770642201845
task	all	doors	all	residual_df_before_task	359	185.0	179.0	189.0	192.0	194.0	197.0
task	all	sharedreward	all	base_confound_columns	665	19.0	19.0	20.0	21.0	21.0	22.0
task	all	sharedreward	all	base_confound_rank	665	19.0	19.0	20.0	21.0	21.0	22.0
task	all	sharedreward	all	rejected_ica_columns	665	12.0	9.0	20.0	35.60000000000002	50.799999999999955	76.08000000000004
task	all	sharedreward	all	rejected_ica_rank	665	12.0	9.0	20.0	35.60000000000002	50.799999999999955	76.08000000000004
task	all	sharedreward	all	combined_confound_columns	665	32.0	29.0	40.0	54.60000000000002	68.79999999999995	94.72000000000003
task	all	sharedreward	all	combined_confound_rank	665	32.0	29.0	40.0	54.60000000000002	68.79999999999995	94.72000000000003
task	all	sharedreward	all	tedana_incremental_rank	665	12.0	9.0	20.0	35.60000000000002	50.799999999999955	76.08000000000004
task	all	sharedreward	all	tedana_incremental_rank_fraction	665	0.047058823529411764	0.03529411764705882	0.0784313725490196	0.139607843137255	0.19921568627450964	0.29835294117647077
task	all	sharedreward	all	combined_nuisance_rank_fraction	665	0.12549019607843137	0.11372549019607843	0.1568627450980392	0.21411764705882363	0.26980392156862726	0.37145098039215696
task	all	sharedreward	all	residual_df_before_task	665	222.0	214.0	225.0	228.0	230.0	231.36
task	all	socialdoors	all	base_confound_columns	359	18.0	18.0	19.0	20.0	20.099999999999966	23.420000000000016
task	all	socialdoors	all	base_confound_rank	359	18.0	18.0	19.0	20.0	20.099999999999966	23.420000000000016
task	all	socialdoors	all	rejected_ica_columns	359	13.0	9.0	20.0	34.0	48.0	71.0
task	all	socialdoors	all	rejected_ica_rank	359	13.0	9.0	20.0	34.0	48.0	71.0
task	all	socialdoors	all	combined_confound_columns	359	31.0	28.0	38.0	51.19999999999999	65.09999999999997	89.0
task	all	socialdoors	all	combined_confound_rank	359	31.0	28.0	38.0	51.19999999999999	65.09999999999997	89.0
task	all	socialdoors	all	tedana_incremental_rank	359	13.0	9.0	20.0	34.0	48.0	71.0
task	all	socialdoors	all	tedana_incremental_rank_fraction	359	0.05963302752293578	0.04128440366972477	0.09174311926605505	0.1559633027522936	0.22018348623853212	0.3256880733944954
task	all	socialdoors	all	combined_nuisance_rank_fraction	359	0.14220183486238533	0.12844036697247707	0.1743119266055046	0.23486238532110087	0.298623853211009	0.40825688073394495
task	all	socialdoors	all	residual_df_before_task	359	186.0	179.0	189.0	192.0	194.0	196.0
task	all	trust	all	base_confound_columns	651	20.0	20.0	21.0	21.0	21.0	22.0
task	all	trust	all	base_confound_rank	651	20.0	20.0	21.0	21.0	21.0	22.0
task	all	trust	all	rejected_ica_columns	651	13.0	9.0	21.5	39.0	56.0	87.0
task	all	trust	all	rejected_ica_rank	651	13.0	9.0	21.5	39.0	56.0	87.0
task	all	trust	all	combined_confound_columns	651	33.0	30.0	42.0	59.0	75.5	107.5
task	all	trust	all	combined_confound_rank	651	33.0	30.0	42.0	59.0	75.5	107.5
task	all	trust	all	tedana_incremental_rank	651	13.0	9.0	21.5	39.0	56.0	87.0
task	all	trust	all	tedana_incremental_rank_fraction	651	0.04642857142857143	0.03214285714285714	0.07678571428571429	0.1392857142857143	0.2	0.3107142857142857
task	all	trust	all	combined_nuisance_rank_fraction	651	0.11785714285714285	0.10714285714285714	0.15	0.21071428571428572	0.26964285714285713	0.3839285714285714
task	all	trust	all	residual_df_before_task	651	246.0	237.0	249.0	252.0	253.0	256.0
task	all	ugr	all	base_confound_columns	703	19.0	19.0	20.0	20.0	20.0	21.0
task	all	ugr	all	base_confound_rank	703	19.0	19.0	20.0	20.0	20.0	21.0
task	all	ugr	all	rejected_ica_columns	703	13.0	9.0	21.0	37.0	53.0	75.96000000000004
task	all	ugr	all	rejected_ica_rank	703	13.0	9.0	21.0	37.0	53.0	75.96000000000004
task	all	ugr	all	combined_confound_columns	703	32.0	29.0	41.0	56.0	71.0	93.96000000000004
task	all	ugr	all	combined_confound_rank	703	32.0	29.0	41.0	56.0	71.0	93.96000000000004
task	all	ugr	all	tedana_incremental_rank	703	13.0	9.0	21.0	37.0	53.0	75.96000000000004
task	all	ugr	all	tedana_incremental_rank_fraction	703	0.05416666666666667	0.0375	0.0875	0.15416666666666667	0.22083333333333333	0.3165000000000001
task	all	ugr	all	combined_nuisance_rank_fraction	703	0.13333333333333333	0.12083333333333333	0.17083333333333334	0.23333333333333334	0.29583333333333334	0.3915000000000001
task	all	ugr	all	residual_df_before_task	703	207.0	198.0	210.0	213.0	214.0	218.0
